202166029, 169157140.0, 136
202166029, 169157141.0, 168
202166029, 169157142.0, 196
202166029, 169157143.0, 166
202166029, 169157144.0, 190
202166029, 169157145.0, 250
202166029, 169157146.0, 196
202166029, 169157147.0, 228
202166029, 169157148.0, 174
202166029, 169157149.0, 202
202166029, 169157150.0, 250
202166029, 169157151.0, 160
202166029, 169157152.0, 198
202166029, 169157153.0, 220
202166029, 169157154.0, 224
202166029, 169157155.0, 206
202166029, 169157156.0, 194
202166029, 169157157.0, 170
202166029, 169157158.0, 208
202166029, 169157159.0, 228
202166029, 169157160.0, 248
202166029, 169157161.0, 194
202166029, 169157162.0, 186
202166029, 169157163.0, 194
202166029, 169157164.0, 214
202166029, 169157165.0, 176
202166029, 169157166.0, 210
202166029, 169157167.0, 238
202166029, 169157168.0, 166
202166029, 169157169.0, 212
202166029, 169157170.0, 216
202166029, 169157171.0, 210
202166029, 169157172.0, 164
202166029, 169157173.0, 194
202166029, 169157174.0, 180
202166029, 169157175.0, 216
202166029, 169157176.0, 210
202166029, 169157177.0, 188
202166029, 169157178.0, 196
202166029, 169157179.0, 154
202166029, 169157180.0, 212
202166029, 169157181.0, 230
202166029, 169157182.0, 188
202166029, 169157183.0, 192
202166029, 169157184.0, 182
202166029, 169157185.0, 184
202166029, 169157186.0, 184
202166029, 169157187.0, 184
202166029, 169157188.0, 188
202166029, 169157189.0, 226
202166029, 169157190.0, 194
202166029, 169157191.0, 230
202166029, 169157192.0, 182
202166029, 169157193.0, 222
202166029, 169157194.0, 224
202166029, 169157195.0, 182
202166029, 169157196.0, 198
202166029, 169157197.0, 198
202166029, 169157198.0, 196
202166029, 169157199.0, 164
202166029, 169157200.0, 246
202166029, 169157201.0, 202
202166029, 169157202.0, 186
202166029, 169157203.0, 188
202166029, 169157204.0, 210
202166029, 169157205.0, 190
324007161, 169157140.0, 118
324007161, 169157141.0, 218
324007161, 169157142.0, 220
324007161, 169157143.0, 168
324007161, 169157144.0, 178
324007161, 169157145.0, 230
324007161, 169157146.0, 198
324007161, 169157147.0, 196
324007161, 169157148.0, 188
324007161, 169157149.0, 228
324007161, 169157150.0, 208
324007161, 169157151.0, 196
324007161, 169157152.0, 190
324007161, 169157153.0, 164
324007161, 169157154.0, 204
324007161, 169157155.0, 206
324007161, 169157156.0, 224
324007161, 169157157.0, 208
324007161, 169157158.0, 194
324007161, 169157159.0, 206
324007161, 169157160.0, 208
324007161, 169157161.0, 228
324007161, 169157162.0, 196
324007161, 169157163.0, 198
324007161, 169157164.0, 184
324007161, 169157165.0, 198
324007161, 169157166.0, 208
324007161, 169157167.0, 228
324007161, 169157168.0, 202
324007161, 169157169.0, 222
324007161, 169157170.0, 172
324007161, 169157171.0, 218
324007161, 169157172.0, 218
324007161, 169157173.0, 178
