timestamp,integer,char
1694760869,5,O
1694760869,2,Y
1694760869,4,G
1694760869,10,Y
1694760869,10,O
1694760869,8,O
1694760869,7,S
1694760869,6,K
1694760869,1,U
1694760869,5,T
1694760869,8,Y
1694760869,10,O
1694760869,9,V
1694760869,1,K
1694760869,1,M
1694760869,10,M
1694760869,10,E
1694760869,4,W
1694760869,10,T
1694760869,4,K
1694760869,4,C
1694760869,10,M
1694760869,4,O
1694760869,1,C
1694760869,1,H
1694760869,4,C
1694760869,5,F
1694760869,5,W
1694760869,3,G
1694760869,6,H
1694760869,9,S
1694760869,4,W
1694760869,9,K
1694760869,2,E
1694760869,9,L
1694760869,6,N
1694760869,2,G
1694760869,7,T
1694760869,9,M
1694760869,6,L
1694760869,3,Y
1694760869,3,V
1694760869,5,D
1694760869,3,P
1694760869,2,Z
1694760869,7,C
1694760869,3,U
1694760869,8,O
1694760869,10,H
1694760869,4,W
1694760869,10,H
1694760869,10,E
1694760869,10,W
1694760869,9,Q
1694760869,8,E
1694760869,5,L
1694760869,1,C
1694760869,10,M
1694760869,10,M
1694760869,8,I
1694760869,5,Y
1694760869,9,Z
1694760869,5,J
1694760869,5,U
1694760869,4,J
1694760869,1,X
1694760869,7,F
1694760869,8,L
1694760869,10,Q
1694760869,9,Y
1694760869,2,O
1694760869,1,W
1694760869,8,P
1694760869,5,W
1694760869,9,G
1694760869,8,K
1694760869,3,D
1694760869,9,V
1694760869,10,P
1694760869,7,R
1694760869,2,Q
1694760869,10,F
1694760869,6,O
1694760869,9,M
1694760869,10,X
1694760869,6,X
1694760869,9,S
1694760869,6,O
1694760869,4,R
1694760869,4,T
1694760869,10,U
1694760869,2,R
1694760869,9,Y
1694760869,10,J
1694760869,7,D
1694760869,8,H
1694760869,1,Q
1694760869,3,J
1694760869,8,U
1694760869,6,R
1694760869,9,E
1694760869,4,P
1694760869,7,C
1694760869,3,H
1694760869,3,X
1694760869,2,H
1694760869,5,V
1694760869,7,F
1694760869,9,S
1694760869,6,T
1694760869,6,A
1694760869,4,N
1694760869,5,M
1694760869,8,M
1694760869,2,I
1694760869,6,W
1694760869,10,E
1694760869,8,E
1694760869,8,V
1694760869,6,K
1694760869,9,G
1694760869,10,J
1694760869,3,L
1694760869,4,F
1694760869,10,Q
1694760869,5,Y
1694760869,9,E
1694760869,2,J
1694760869,1,O
1694760869,4,X
1694760869,10,R
1694760869,1,P
1694760869,5,X
1694760869,8,N
1694760869,3,N
1694760869,9,Z
1694760869,1,Z
1694760869,9,Q
1694760869,10,M
1694760869,1,S
1694760869,2,H
1694760869,8,N
1694760869,3,P
1694760869,7,F
1694760869,5,S
1694760869,1,F
1694760869,6,R
1694760869,7,F
1694760869,10,M
1694760869,6,N
1694760869,4,X
1694760869,10,G
1694760869,2,S
1694760869,1,Z
1694760869,5,Q
1694760869,10,P
1694760869,2,T
1694760869,5,E
1694760869,2,X
1694760869,9,R
1694760869,2,W
1694760869,1,R
1694760869,4,J
1694760869,9,U
1694760869,8,O
1694760869,7,V
1694760869,3,Q
1694760869,10,H
1694760869,7,H
1694760869,9,C
1694760869,3,O
1694760869,5,S
1694760869,4,X
1694760869,1,P
1694760869,9,D
1694760869,8,K
1694760869,7,R
1694760869,9,U
1694760869,2,I
1694760869,7,I
1694760869,3,F
1694760869,9,H
1694760869,3,Z
1694760869,7,P
1694760869,10,W
1694760869,2,X
1694760869,1,W
1694760869,9,H
1694760869,1,L
1694760869,9,G
1694760869,3,L
1694760869,4,K
1694760869,1,I
1694760869,9,C
1694760869,2,S
1694760869,2,I
1694760869,3,S
1694760869,8,W
1694760869,10,U
1694760869,4,J
1694760869,1,M
1694760869,4,E
1694760869,1,D
1694760869,2,N
1694760869,8,X
1694760869,10,M
1694760869,4,Z
1694760869,2,Q
1694760869,6,Y
1694760869,4,J
1694760869,4,D
