timestamp,integer,char
1694760872,3,L
1694760872,7,F
1694760872,4,N
1694760872,1,H
1694760872,7,R
1694760872,5,Z
1694760872,5,O
1694760872,7,X
1694760872,2,M
1694760872,4,E
1694760872,1,D
1694760872,8,P
1694760872,7,Q
1694760872,9,V
1694760872,10,P
1694760872,4,N
1694760872,2,N
1694760872,10,E
1694760872,3,C
1694760872,7,M
1694760872,6,K
1694760872,3,X
1694760872,7,O
1694760872,2,Z
1694760872,2,U
1694760872,9,D
1694760872,4,P
1694760872,10,C
1694760872,8,U
1694760872,6,G
1694760872,2,R
1694760872,8,Z
1694760872,6,W
1694760872,5,W
1694760872,4,S
1694760872,8,K
1694760872,1,G
1694760872,9,S
1694760872,4,S
1694760872,1,G
1694760872,7,Y
1694760872,5,H
1694760872,1,U
1694760872,6,L
1694760872,8,T
1694760872,9,Q
1694760872,2,X
1694760872,2,L
1694760872,1,H
1694760872,5,E
1694760872,10,U
1694760872,9,Z
1694760872,5,T
1694760872,9,W
1694760872,7,G
1694760872,6,E
1694760872,8,J
1694760872,1,Y
1694760872,9,J
1694760872,3,G
1694760872,8,O
1694760872,1,E
1694760872,9,P
1694760872,8,G
1694760872,4,X
1694760872,6,P
1694760872,8,L
1694760872,8,X
1694760872,6,M
1694760872,2,I
1694760872,2,L
1694760872,10,W
1694760872,6,D
1694760872,10,C
1694760872,5,G
1694760872,2,V
1694760872,1,M
1694760872,4,Y
1694760872,10,T
1694760872,3,M
1694760872,1,N
1694760872,9,E
1694760872,6,C
1694760872,1,Y
1694760872,6,P
1694760872,5,D
1694760872,8,F
1694760872,8,G
1694760872,4,U
1694760872,6,Z
1694760872,10,V
1694760872,5,Y
1694760872,5,M
1694760872,8,Y
1694760872,9,G
1694760872,6,T
1694760872,1,T
1694760872,5,M
1694760872,6,V
1694760872,6,Q
1694760872,5,V
1694760872,7,V
1694760872,2,Z
1694760872,10,V
1694760872,3,U
1694760872,5,V
1694760872,6,Q
1694760872,6,R
1694760872,5,E
1694760872,5,J
1694760872,10,G
1694760872,6,L
1694760872,5,F
1694760872,5,Q
1694760872,1,J
1694760872,10,H
1694760872,9,W
1694760872,7,E
1694760872,5,Y
1694760872,8,Z
1694760872,9,I
1694760872,2,W
1694760872,4,Z
1694760872,7,H
1694760872,8,N
1694760872,7,K
1694760872,2,N
1694760872,5,U
1694760872,10,N
1694760872,8,I
1694760872,1,I
1694760872,2,F
1694760872,10,U
1694760872,6,Q
1694760872,3,U
1694760872,3,K
1694760872,10,M
1694760872,4,T
1694760872,8,E
1694760872,1,Y
1694760872,8,U
1694760872,9,S
1694760872,2,F
1694760872,2,U
1694760872,8,T
1694760872,8,Z
1694760872,10,G
1694760872,8,I
1694760872,10,Y
1694760872,4,K
1694760872,9,X
1694760872,6,O
1694760872,5,X
1694760872,3,K
1694760872,4,J
1694760872,1,R
1694760872,7,G
1694760872,5,R
1694760872,2,L
1694760872,9,V
1694760872,1,I
1694760872,4,M
1694760872,1,S
1694760872,7,V
1694760872,4,K
1694760872,9,N
1694760872,10,L
1694760872,1,P
1694760872,8,Y
1694760872,6,S
1694760872,10,I
1694760872,7,J
1694760872,3,D
1694760872,4,J
1694760872,9,X
1694760872,10,G
1694760872,10,X
1694760872,6,R
1694760872,3,V
1694760872,3,J
1694760872,5,X
1694760872,5,H
1694760872,10,O
1694760872,4,V
1694760872,10,E
1694760872,4,D
1694760872,10,X
1694760872,10,U
1694760872,3,K
1694760872,1,C
1694760872,2,X
1694760872,2,E
1694760872,1,E
1694760872,3,M
1694760872,7,G
1694760872,6,S
1694760872,1,N
1694760872,10,X
1694760872,6,Z
1694760872,2,L
1694760872,8,S
1694760872,3,S
1694760872,4,N
1694760872,5,X
1694760872,8,Q
1694760872,5,O
1694760872,4,C
1694760872,2,E
1694760872,6,X
1694760872,9,P
1694760872,1,E
1694760872,5,W
1694760872,6,N
1694760872,4,F
1694760872,2,J
1694760872,5,E
1694760872,1,D
1694760872,10,W
1694760872,7,I
1694760872,7,K
1694760872,6,Z
1694760872,8,P
1694760872,10,B
1694760872,9,L
1694760872,10,K
1694760872,3,F
1694760872,10,L
1694760872,9,C
1694760872,3,W
1694760872,9,Z
1694760872,3,Z
1694760872,6,R
1694760872,5,L
1694760872,6,H
1694760872,9,U
1694760872,6,S
1694760872,9,W
1694760872,8,U
1694760872,8,T
1694760872,1,X
1694760872,5,N
1694760872,5,C
1694760872,3,U
1694760872,2,E
1694760872,6,R
1694760872,8,P
1694760872,1,U
1694760872,8,M
1694760872,6,H
1694760872,6,D
1694760872,3,I
1694760872,10,X
1694760872,4,F
1694760872,4,Q
1694760872,5,S
1694760872,9,Z
1694760872,5,D
1694760872,8,E
1694760872,5,R
1694760872,8,T
1694760872,7,L
1694760872,10,U
1694760872,1,V
1694760872,5,T
1694760872,9,M
1694760872,7,D
1694760872,6,L
1694760872,8,J
1694760872,3,J
1694760872,1,M
1694760872,6,N
1694760872,3,Y
1694760872,4,V
1694760872,10,G
1694760872,6,R
1694760872,7,U
1694760872,10,H
1694760872,9,D
1694760872,6,X
1694760872,10,U
1694760872,2,P
1694760872,5,I
1694760872,10,W
1694760872,3,S
1694760872,8,V
1694760872,8,G
1694760872,4,Z
1694760872,9,M
1694760872,9,G
1694760872,1,S
1694760872,8,M
1694760872,7,O
1694760872,9,M
1694760872,2,O
1694760872,9,K
1694760872,8,E
1694760872,8,U
1694760872,2,X
1694760872,8,X
1694760872,9,H
1694760872,5,H
1694760872,3,C
1694760872,8,I
