timestamp,integer,char
1694760868,5,N
1694760868,1,S
1694760868,7,Q
1694760868,10,Z
1694760868,4,Z
1694760868,6,B
1694760868,8,H
1694760868,6,N
1694760868,3,P
1694760868,1,Y
1694760868,6,J
1694760868,6,M
1694760868,10,P
1694760868,9,S
1694760868,3,V
1694760868,9,T
1694760868,1,I
1694760868,8,D
1694760868,5,H
1694760868,7,E
1694760868,2,R
1694760868,8,Q
1694760868,7,O
1694760868,2,H
1694760868,6,O
1694760868,3,X
1694760868,6,G
1694760868,1,M
1694760868,3,T
1694760868,8,O
1694760868,9,H
1694760868,2,Z
1694760868,5,Q
1694760868,1,Q
1694760868,1,F
1694760868,6,V
1694760868,5,E
1694760868,2,F
1694760868,5,L
1694760868,2,T
1694760868,9,V
1694760868,2,L
1694760868,3,E
1694760868,9,K
1694760868,4,B
1694760868,1,U
1694760868,1,T
1694760868,8,O
1694760868,7,J
1694760868,3,T
1694760868,7,J
1694760868,3,Q
1694760868,7,Y
1694760868,9,V
1694760868,7,L
1694760868,3,L
1694760868,7,V
1694760868,6,P
1694760868,7,T
1694760868,3,T
1694760868,5,V
1694760868,3,T
1694760868,2,E
1694760868,4,G
1694760868,8,W
1694760868,8,O
1694760868,1,X
1694760868,2,I
1694760868,9,Z
1694760868,10,F
1694760868,3,X
1694760868,2,U
1694760868,1,R
1694760868,6,F
1694760868,7,L
1694760868,9,S
1694760868,7,M
1694760868,9,U
1694760868,8,U
1694760868,7,F
1694760868,7,W
1694760868,6,F
1694760868,3,P
1694760868,8,Z
1694760868,5,I
1694760868,9,D
1694760868,8,D
1694760868,2,G
1694760868,2,W
1694760868,5,G
1694760868,5,V
1694760868,2,Z
1694760868,10,W
1694760868,6,K
1694760868,1,W
1694760868,5,F
1694760868,9,N
1694760868,10,V
1694760868,8,T
1694760868,3,E
1694760868,9,S
1694760868,8,X
1694760868,3,P
1694760868,2,R
1694760868,6,N
1694760868,3,W
1694760868,2,X
1694760868,6,S
1694760868,9,Z
1694760868,5,X
1694760868,3,L
1694760868,5,I
1694760868,5,X
1694760868,8,Y
1694760868,7,I
1694760868,2,U
1694760868,4,J
1694760868,9,U
1694760868,8,G
1694760868,10,U
1694760868,6,R
1694760868,4,E
1694760868,3,P
1694760868,6,M
1694760868,4,L
1694760868,4,J
1694760868,8,W
1694760868,7,N
1694760868,2,O
1694760868,4,O
1694760868,5,J
1694760868,3,X
1694760868,1,V
1694760868,6,I
1694760868,7,D
1694760868,2,R
1694760868,3,Z
1694760868,8,H
1694760868,10,K
1694760868,6,C
1694760868,4,H
1694760868,6,S
1694760868,4,H
1694760868,3,E
1694760868,4,J
1694760868,6,J
1694760868,3,S
1694760868,5,E
1694760868,9,J
1694760868,9,T
1694760868,1,L
1694760868,7,X
1694760868,10,C
1694760868,4,I
1694760868,10,T
1694760868,8,E
1694760868,2,E
1694760868,7,G
1694760868,5,F
1694760868,4,W
1694760868,7,T
1694760868,7,Z
1694760868,7,K
1694760868,4,V
1694760868,9,U
1694760868,3,K
1694760868,8,M
1694760868,10,W
1694760868,8,V
1694760868,6,S
1694760868,2,S
1694760868,10,V
1694760868,8,V
1694760868,6,S
1694760868,7,M
1694760868,1,V
1694760868,8,K
1694760868,1,Y
1694760868,2,L
1694760868,2,L
1694760868,6,U
1694760868,4,U
1694760868,7,I
1694760868,9,X
1694760868,5,P
1694760868,7,K
1694760868,8,F
1694760868,1,X
1694760868,9,G
1694760868,2,Y
1694760868,8,I
1694760868,2,P
1694760868,5,I
1694760868,2,J
1694760868,7,C
1694760868,10,G
1694760868,2,U
1694760868,4,T
1694760868,4,U
1694760868,8,C
1694760868,3,W
1694760868,9,K
1694760868,3,H
1694760868,4,S
1694760868,1,W
1694760868,5,M
1694760868,8,I
1694760868,10,F
1694760868,1,N
1694760868,8,E
1694760868,9,P
1694760868,2,K
1694760868,8,J
1694760868,5,J
1694760868,5,N
1694760868,1,Z
1694760868,6,F
1694760868,7,G
1694760868,10,W
1694760868,9,W
1694760868,2,M
1694760868,6,V
1694760868,10,Y
1694760868,10,U
1694760868,10,W
1694760868,10,D
1694760868,8,C
1694760868,2,M
1694760868,1,I
1694760868,6,E
1694760868,3,T
1694760868,4,L
1694760868,2,Z
1694760868,3,Z
1694760868,10,S
1694760868,4,D
1694760868,3,V
1694760868,8,S
1694760868,9,U
1694760868,5,M
1694760868,10,K
1694760868,5,X
1694760868,2,G
1694760868,9,A
1694760868,9,X
1694760868,2,R
1694760868,3,L
1694760868,9,V
1694760868,8,U
1694760868,5,S
1694760868,8,Z
1694760868,2,V
1694760868,2,L
1694760868,1,K
1694760868,7,G
1694760868,9,Z
1694760868,3,D
1694760868,6,F
1694760868,5,E
1694760868,9,I
1694760868,1,N
1694760868,8,R
1694760868,1,L
1694760868,9,M
1694760868,6,Z
1694760868,6,L
1694760868,10,J
1694760868,3,S
1694760868,2,H
1694760868,5,J
1694760868,9,W
1694760868,1,P
1694760868,10,Z
1694760868,9,T
1694760868,8,M
1694760868,1,D
1694760868,7,V
1694760868,2,V
1694760868,9,Q
1694760868,3,M
1694760868,7,O
1694760868,4,S
1694760868,5,X
1694760868,8,J
1694760868,10,S
1694760868,10,J
1694760868,7,C
1694760868,10,W
1694760868,8,M
1694760868,3,N
1694760868,2,W
1694760868,4,G
1694760868,2,R
1694760868,4,Q
