timestamp,integer,char
1694760887,2,D
1694760887,3,L
1694760887,7,L
1694760887,10,T
1694760887,4,G
1694760887,2,M
1694760887,3,F
1694760887,1,J
1694760887,4,Y
1694760887,9,U
1694760887,3,J
1694760887,1,W
1694760887,3,N
1694760887,7,I
1694760887,6,J
1694760887,7,W
1694760887,2,W
1694760887,9,Q
1694760887,9,H
1694760887,7,O
1694760887,5,R
1694760887,9,Z
1694760887,6,X
1694760887,4,X
1694760887,8,V
1694760887,9,E
1694760887,6,U
1694760887,10,W
1694760887,9,J
1694760887,9,F
1694760887,7,M
1694760887,9,G
1694760887,1,M
1694760887,1,I
1694760887,7,K
1694760887,7,V
1694760887,3,P
1694760887,6,J
1694760887,2,V
1694760887,2,K
1694760887,5,D
1694760887,10,G
1694760887,10,G
1694760887,7,L
1694760887,1,E
1694760887,1,U
1694760887,7,P
1694760887,8,T
1694760887,10,U
1694760887,6,U
1694760887,9,U
1694760887,7,J
1694760887,5,E
1694760887,2,L
1694760887,5,H
1694760887,9,J
1694760887,4,Y
1694760887,1,Y
1694760887,3,S
1694760887,3,S
1694760887,10,K
1694760887,3,I
1694760887,9,H
1694760887,9,P
1694760887,2,Q
1694760887,1,D
1694760887,3,U
1694760887,2,S
1694760887,3,M
1694760887,8,T
1694760887,5,J
1694760887,4,D
1694760887,2,I
1694760887,1,R
1694760887,6,J
1694760887,4,N
1694760887,1,N
1694760887,8,D
1694760887,9,R
1694760887,7,V
1694760887,7,L
1694760887,9,W
1694760887,8,R
1694760887,5,C
1694760887,10,R
1694760887,8,L
1694760887,4,L
1694760887,2,G
1694760887,2,X
1694760887,9,U
1694760887,2,Z
1694760887,3,N
1694760887,2,P
1694760887,7,Z
1694760887,6,J
1694760887,7,S
1694760887,7,H
1694760887,7,T
1694760887,8,R
1694760887,8,W
1694760887,7,I
1694760887,6,G
1694760887,8,G
1694760887,3,T
1694760887,10,H
1694760887,6,S
1694760887,6,Y
1694760887,3,X
1694760887,8,D
1694760887,2,W
1694760887,10,W
1694760887,6,J
1694760887,6,X
