timestamp,integer,char
1694760882,10,W
1694760882,9,L
1694760882,3,W
1694760882,3,T
1694760882,9,T
1694760882,4,W
1694760882,2,X
1694760882,2,V
1694760882,1,O
1694760882,10,L
1694760882,9,S
1694760882,1,R
1694760882,7,M
1694760882,10,K
1694760882,9,H
1694760882,10,W
1694760882,5,S
1694760882,3,Y
1694760882,2,C
1694760882,9,L
1694760882,6,C
1694760882,10,S
1694760882,9,R
1694760882,1,O
1694760882,2,H
1694760882,6,X
1694760882,5,H
1694760882,6,T
1694760882,5,P
1694760882,1,S
1694760882,6,O
1694760882,1,N
1694760882,2,D
1694760882,6,Q
1694760882,6,Z
1694760882,3,O
1694760882,3,L
1694760882,8,I
1694760882,10,E
1694760882,10,J
1694760882,9,D
1694760882,4,L
1694760882,3,I
1694760882,4,Y
1694760882,1,F
1694760882,6,I
1694760882,8,G
1694760882,8,S
1694760882,9,X
1694760882,7,O
1694760882,9,C
1694760882,5,P
1694760882,9,H
1694760882,6,O
1694760882,2,R
1694760882,8,J
1694760882,3,Q
1694760882,4,P
1694760882,8,H
1694760882,1,T
1694760882,7,S
1694760882,3,W
1694760882,2,K
1694760882,8,Q
1694760882,7,W
1694760882,5,C
1694760882,8,L
1694760882,10,N
1694760882,6,F
1694760882,2,Q
1694760882,3,Y
1694760882,9,Q
1694760882,8,U
1694760882,5,T
1694760882,2,W
1694760882,8,H
1694760882,2,Y
1694760882,2,V
1694760882,5,R
1694760882,5,G
1694760882,4,H
1694760882,7,W
1694760882,8,J
1694760882,9,I
1694760882,7,Y
1694760882,1,D
1694760882,3,P
1694760882,10,Z
1694760882,8,W
1694760882,3,C
1694760882,1,V
1694760882,2,D
1694760882,3,Z
1694760882,6,Z
1694760882,9,F
1694760882,10,J
1694760882,9,F
1694760882,9,Z
1694760882,7,E
1694760882,9,N
1694760882,9,J
1694760882,2,T
1694760882,7,O
1694760882,2,G
1694760882,9,W
1694760882,9,G
1694760882,9,Q
1694760882,10,S
1694760882,3,K
1694760882,2,S
1694760882,9,H
1694760882,3,L
1694760882,9,H
1694760882,10,I
1694760882,5,H
1694760882,9,W
1694760882,7,S
1694760882,1,Y
1694760882,6,I
1694760882,9,Y
1694760882,4,O
1694760882,1,W
1694760882,8,M
1694760882,5,G
1694760882,8,Z
1694760882,2,D
1694760882,10,D
1694760882,6,W
1694760882,2,R
1694760882,5,Z
1694760882,7,X
1694760882,1,L
1694760882,8,R
1694760882,3,Y
1694760882,3,O
1694760882,1,E
1694760882,1,K
1694760882,1,C
1694760882,5,G
1694760882,8,E
1694760882,1,P
1694760882,10,D
1694760882,2,Y
1694760882,1,M
1694760882,9,P
1694760882,5,Q
1694760882,9,E
1694760882,6,L
1694760882,4,X
1694760882,6,E
1694760882,9,D
1694760882,2,N
1694760882,2,W
1694760882,5,I
1694760882,10,P
1694760882,1,U
1694760882,5,I
1694760882,6,Q
1694760882,3,M
1694760882,1,H
1694760882,9,P
1694760882,5,F
1694760882,3,J
1694760882,5,E
1694760882,7,V
1694760882,3,L
1694760882,3,X
1694760882,3,I
1694760882,10,Y
1694760882,4,Q
1694760882,4,Y
1694760882,7,V
1694760882,7,Y
1694760882,9,P
1694760882,3,F
1694760882,7,V
1694760882,5,Y
1694760882,2,F
1694760882,1,T
1694760882,2,I
1694760882,9,Y
1694760882,3,D
1694760882,1,L
1694760882,7,L
1694760882,4,W
1694760882,7,Q
1694760882,7,H
1694760882,7,M
1694760882,8,T
1694760882,10,G
1694760882,10,M
1694760882,8,Y
1694760882,9,Y
1694760882,2,O
1694760882,2,C
1694760882,7,K
1694760882,8,U
1694760882,10,C
1694760882,6,J
1694760882,10,R
1694760882,8,F
1694760882,5,S
1694760882,5,J
1694760882,9,W
1694760882,9,K
1694760882,10,X
1694760882,9,Y
1694760882,9,D
1694760882,1,M
1694760882,2,L
1694760882,10,N
1694760882,10,M
1694760882,7,D
1694760882,10,R
1694760882,10,F
1694760882,2,N
1694760882,8,X
1694760882,1,H
1694760882,9,H
1694760882,9,F
1694760882,8,F
1694760882,6,F
1694760882,9,C
1694760882,2,Z
1694760882,10,W
1694760882,6,G
1694760882,7,P
1694760882,9,G
1694760882,6,U
1694760882,8,N
1694760882,1,N
1694760882,5,U
1694760882,6,J
1694760882,4,E
1694760882,1,X
1694760882,4,P
1694760882,2,Y
1694760882,2,F
1694760882,6,I
1694760882,7,J
1694760882,2,G
1694760882,6,X
1694760882,9,S
1694760882,9,C
1694760882,8,H
1694760882,3,P
1694760882,5,Z
1694760882,2,T
1694760882,1,Y
1694760882,10,C
1694760882,8,Y
1694760882,7,D
1694760882,2,Y
1694760882,2,C
1694760882,6,L
1694760882,2,X
1694760882,2,M
1694760882,3,R
1694760882,3,S
1694760882,7,Q
1694760882,1,S
1694760882,5,G
1694760882,8,H
1694760882,2,L
1694760882,1,R
1694760882,8,Z
1694760882,6,R
1694760882,6,H
1694760882,1,Q
1694760882,4,K
1694760882,10,E
1694760882,5,Q
1694760882,8,M
1694760882,7,E
1694760882,6,S
1694760882,3,Q
1694760882,3,N
1694760882,10,V
1694760882,9,I
1694760882,5,Z
1694760882,8,M
1694760882,10,X
1694760882,1,I
1694760882,1,Y
1694760882,5,Z
1694760882,5,U
1694760882,8,K
1694760882,8,C
1694760882,10,V
1694760882,9,C
1694760882,4,D
1694760882,8,S
1694760882,9,H
1694760882,8,Y
1694760882,6,W
1694760882,7,O
1694760882,7,I
1694760882,3,T
1694760882,2,P
1694760882,3,D
1694760882,3,O
1694760882,2,Q
1694760882,10,U
1694760882,10,D
1694760882,7,V
1694760882,7,Z
1694760882,8,K
1694760882,9,W
1694760882,4,L
1694760882,7,Z
1694760882,7,P
1694760882,2,Q
1694760882,3,Z
1694760882,10,J
1694760882,6,G
1694760882,7,O
1694760882,10,T
1694760882,7,U
1694760882,6,H
1694760882,2,V
1694760882,3,L
1694760882,6,E
1694760882,1,X
1694760882,5,V
1694760882,6,T
1694760882,10,Z
1694760882,10,X
1694760882,7,R
1694760882,10,H
1694760882,7,S
1694760882,3,K
1694760882,10,J
1694760882,4,M
1694760882,7,G
1694760882,6,C
1694760882,8,S
1694760882,1,Z
1694760882,8,P
1694760882,1,Z
1694760882,5,U
1694760882,5,G
1694760882,3,L
1694760882,8,T
1694760882,7,O
1694760882,1,G
1694760882,5,F
1694760882,5,R
1694760882,10,U
1694760882,8,C
1694760882,7,P
1694760882,7,H
1694760882,10,Q
1694760882,1,W
1694760882,7,M
1694760882,4,F
1694760882,10,V
1694760882,10,S
1694760882,2,C
1694760882,3,X
1694760882,5,D
1694760882,10,S
1694760882,9,U
1694760882,10,R
1694760882,10,J
1694760882,3,P
1694760882,7,P
1694760882,2,M
1694760882,9,L
1694760882,10,H
1694760882,4,N
1694760882,3,O
1694760882,10,U
1694760882,3,E
1694760882,2,Z
1694760882,6,U
1694760882,9,F
1694760882,10,O
1694760882,10,J
1694760882,6,P
1694760882,7,P
1694760882,6,K
1694760882,2,M
1694760882,6,N
1694760882,10,P
1694760882,10,S
1694760882,9,E
1694760882,7,E
1694760882,7,N
1694760882,8,U
1694760882,3,J
1694760882,9,I
1694760882,1,Y
1694760882,10,Z
1694760882,10,X
1694760882,3,H
1694760882,3,W
1694760882,5,J
1694760882,7,T
1694760882,3,S
1694760882,7,J
