1552491955999	776245977	0	0	view	608fea6e-6e5d-45a6-a2a4-9853bb323080
1552491955998	776245977	0	1	purchase	1e353039-9393-405e-8f15-545e9872f62e
1552491955997	776245977	0	2	purchase	3c839c70-8ce5-4524-8fb4-6e264e22cf71
1552491955996	776245977	0	3	click	73adcbd3-ab75-4ee7-b477-91a743099c6c
1552491955995	776245977	0	4	purchase	251f38e2-7871-4ca2-86da-d29459aac6e7
1552491955994	776245977	0	5	view	73e522b9-ce56-4a0c-9380-94e301cc873b
1552491955993	776245977	0	6	purchase	523725fd-9e08-45fa-afbe-046ae4376c28
1552491955992	776245977	0	7	view	cffde3a1-5caa-4d97-8adc-831ad9ce0ca0
1552491955991	776245977	0	8	view	acb2259b-66a3-4f66-a2fc-75e6d41b68bc
1552491955990	776245977	0	9	click	ca9b2b87-07e5-47ce-9660-8228980bc164
1552491955989	776245977	0	10	view	7ab07448-e00a-4302-9c20-2db7d1174b15
1552491955988	776245977	0	11	purchase	4717d5f6-dc99-49b4-b5e2-e4ec34e9ad54
1552491955987	776245977	0	12	click	86afed9a-2c78-4e70-ad0e-406c68e2d1f6
1552491955986	776245977	0	13	view	042ab60d-4ba7-4667-a410-4bc95616de4f
1552491955985	776245977	0	14	view	f5246dad-4ed8-4f25-b9de-634abfba617f
1552491955984	776245977	0	15	purchase	5860699a-1cde-4ab3-8d8c-b8be4ef86994
1552491955983	776245977	0	16	view	129f18df-6d0d-4e61-9fba-e808fed01a4c
1552491955982	776245977	0	17	click	1799e540-1d0f-4e4a-b819-4936306ce8f9
1552491955981	776245977	0	18	view	eb78912f-68fa-4c4d-9b7a-612714d55a91
1552491955980	776245977	0	19	view	babf7951-9d65-47f3-991c-14a01324321e
1552491955979	776245977	0	20	purchase	600746de-af69-48c5-887d-c1fb29904199
1552491955978	776245977	0	21	click	ea2bcfbf-c6bb-41cf-871a-529fa937597b
1552491955977	776245977	0	22	view	5cb0d488-3f72-4c37-8408-2d5e9cec3848
1552491955976	776245977	0	23	view	bceafc32-ad39-45d6-a299-b731d8b8fe5d
1552491955975	776245977	0	24	click	5b062713-e5a0-498c-b7d7-908d9d2309df
1552491955974	776245977	0	25	purchase	bf0d082f-4416-4e7a-bf3d-ee0667a07eb4
1552491955973	776245977	0	26	view	7c738185-4256-4a4a-ac65-2c313af12242
1552491955972	776245977	0	27	click	d5f5f56a-5436-42f7-8ef8-2eb8439375ef
1552491955971	776245977	0	28	purchase	841d10e3-6b45-49ee-8582-fdfdb5fbc699
1552491955970	776245977	0	29	click	0b1a4b4b-ed6a-4e75-bf30-d1711e700bff
1552491955969	776245977	0	30	purchase	45d3e669-93ab-44ec-91b1-90343d381898
1552491955968	776245977	0	31	view	96987c99-c8b7-440f-b38e-f6bc8524962e
1552491955967	776245977	0	32	view	430be89f-8a12-4f24-8db4-dd37026644b4
1552491955966	776245977	0	33	purchase	d58f3c7d-2a41-4fe7-adcf-86d90148dcf2
1552491955965	776245977	0	34	click	bbe56728-51cf-4092-a50d-5330cfffc2d5
1552491955964	776245977	0	35	view	657801d9-6862-4d39-8890-d1414b2fbe67
1552491955963	776245977	0	36	click	6c71ce26-8db4-4f26-ab52-7ee0e29f3d6d
1552491955962	776245977	0	37	view	19bda850-4506-4b03-bed2-ee786502e0d6
1552491955961	776245977	0	38	purchase	60d4450a-462c-42f8-a1ce-67123d415752
1552491955960	776245977	0	39	click	4789b970-8a7a-4658-971b-9cc5944e218e
1552491955959	776245977	0	40	purchase	9280e8ee-0bc7-4347-bc8b-2a0f9b509cc1
1552491955958	776245977	0	41	purchase	b7c7b5c5-0d47-4a4c-a32c-c4459cd8cb6b
1552491955957	776245977	0	42	purchase	07a0aab0-2012-4cff-8b26-b1d1efb0a47a
1552491955956	776245977	0	43	click	8e10af26-886f-422a-ae09-a419a90ec45a
1552491955955	776245977	0	44	click	46779e94-c01a-45b4-995e-239ca169a29a
1552491955954	776245977	0	45	purchase	ea58024b-8ef6-4bda-90d9-d804fb248e8f
1552491955953	776245977	0	46	purchase	b711a328-4b55-4777-a35d-d3ede4dec2d9
1552491955952	776245977	0	47	click	4c105c51-6fa0-4d3f-80a6-186a9ac8a0f4
1552491955951	776245977	0	48	view	e420c3ed-d79c-4bc9-885d-42cd0cc2052a
1552491955950	776245977	0	49	click	665ff925-718b-4707-8cef-1a413009fc5b
1552491955949	776245977	0	50	click	5214171b-96d6-47c9-b74e-bd8898e57315
1552491955948	776245977	0	51	view	a5f5a1ad-2564-4abd-8cf6-943b98ad5341
1552491955947	776245977	0	52	click	fe006676-fe1c-4f78-afe7-1da74e0801ef
1552491955946	776245977	0	53	purchase	7e8a5eb4-0387-4d58-aec3-d13c46e55504
1552491955945	776245977	0	54	purchase	58019d06-dabf-4c21-9b76-9802a5a06518
1552491955944	776245977	0	55	view	06c136bc-7677-4975-aca6-0a869ec90cdd
1552491955943	776245977	0	56	click	b491b14e-41fa-430d-bb09-b65a6758a53a
1552491955942	776245977	0	57	view	4daf8bf7-a493-485c-bccc-647da6c369f7
1552491955941	776245977	0	58	view	7251cd8f-aef4-4917-9fd5-660374beaf43
1552491955940	776245977	0	59	view	c1d06fdc-b88e-45a4-a01a-0a036f720fe4
1552491955939	776245977	0	60	purchase	0fddfc60-4daf-46da-9d84-7cd689ac7b65
1552491955938	776245977	0	61	view	c583d032-aac1-4dcb-a796-538a2f3c3976
1552491955937	776245977	0	62	purchase	5cb0d488-3f72-4c37-8408-2d5e9cec3848
1552491955936	776245977	0	63	purchase	b4e67b26-2d38-4843-be74-4d00e414ee93
1552491955935	776245977	0	64	click	c3a6c62f-8fe4-49ec-9b88-2104e9371b6c
1552491955934	776245977	0	65	view	1b5d84a2-b968-4ec1-a845-9646196857ee
1552491955933	776245977	0	66	click	22ab6dfb-0d24-447e-9409-415a475da8f5
1552491955932	776245977	0	67	view	fb223cae-3a7d-4c8f-b105-7d2ac0ecf9e7
1552491955931	776245977	0	68	view	684516d1-d31e-48a4-b863-a36e4e2c7a71
1552491955930	776245977	0	69	purchase	b28ee068-e0ee-461c-a6f3-f25ace32cc85
1552491955929	776245977	0	70	purchase	a04539af-8d13-4ed7-984c-aeaeb52038b5
1552491955928	776245977	0	71	view	753d7430-5a4c-4d50-9d26-05932a9b5131
1552491955927	776245977	0	72	purchase	1ed3d432-7af7-4cf4-8e7e-5710da0a387c
1552491955926	776245977	0	73	click	1d82a67e-3a37-491b-8e0a-54edf1c65ddb
1552491955925	776245977	0	74	click	fcf98e5e-3b17-4774-aac4-60cdecc1d65f
1552491955924	776245977	0	75	view	8749bad6-176e-49af-8613-b7f66ba1e15e
1552491955923	776245977	0	76	click	efc23cc9-e0ce-4b24-828e-d2e0eae35768
1552491955922	776245977	0	77	purchase	f632efeb-5094-4505-96f1-6c2672656a4a
1552491955921	776245977	0	78	purchase	2bcdcf99-2b18-4a53-bd17-1872c74f584f
1552491955920	776245977	0	79	click	22cb0c71-ff0e-4498-b57d-30b6e65dab7f
1552491955919	776245977	0	80	view	28002eb1-0e8e-4f86-80bd-5d9b2e0733cb
1552491955918	776245977	0	81	click	b264ac96-2ca5-450a-a310-a9a9bcad79f8
1552491955917	776245977	0	82	click	44506f76-ee01-4e0d-bb81-d15d30ecb776
1552491955916	776245977	0	83	purchase	a59294e9-6e06-4524-a6bd-e123caed9ce6
1552491955915	776245977	0	84	click	e87bf707-b3c3-44de-a689-c2eeaa5c5fb8
1552491955914	776245977	0	85	view	a6189cec-05c5-45af-8a87-1fc8c30fc95b
1552491955913	776245977	0	86	click	1d8c8e7d-4179-4006-a692-adcfcb8d5821
1552491955912	776245977	0	87	purchase	c9ac9779-6395-432c-9e64-a2bfeec1d837
1552491955911	776245977	0	88	purchase	ce9605dd-6483-489f-82e9-2d24c349d44e
1552491955910	776245977	0	89	click	15140f1e-77ee-45fe-920b-e22b9e4c0889
1552491955909	776245977	0	90	view	99d92fe5-a0a1-4224-87d2-11542ed96cfe
1552491955908	776245977	0	91	purchase	7c85e3a3-5c6a-4b50-bea2-5170636588d2
1552491955907	776245977	0	92	view	89c3d3c6-71cc-48bf-9be8-bb70cbf28528
